customer_tweet_id,customer_message,brand_response,clean_customer_message
1714780,@115858 @AppleSupport wtf is this glitch https://t.co/eDvyW2Okvq,@519336 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,wtf is this glitch
57002,@115858 tf y’all doing about this “I️ “ Issue?!!!!!!,@128913 We're happy to help. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,tf y’all doing about this “I️ “ Issue?!!!!!!
885699,@AppleSupport This iOS 11 sucks and I don’t know why it continues to go slow and it freezes all the time it waste way too much of my time https://t.co/BZWSwkWLqg,@330310 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT,This iOS 11 sucks and I don’t know why it continues to go slow and it freezes all the time it waste way too much of my time
2403724,@115858 guardate ho proceduto ad inviare un reclamo mediante la piattaforma Altroconsumo. E poi mi lamento su IPhone 6 da quando è stato aggiornato ad IOS 11.1.1 la batteria ridotta. Richiesta di risoluzione del problema immediato. Risposta immediata.,@691455 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,guardate ho proceduto ad inviare un reclamo mediante la piattaforma Altroconsumo. E poi mi lamento su IPhone 6 da quando è stato aggiornato ad IOS 11.1.1 la batteria ridotta. Richiesta di risoluzione del problema immediato. Risposta immediata.
805652,Why can’t I send videos via text to android users @AppleSupport,@311980 We'd like to help. Which device and OS does this occur on? Are you getting an error when you attempt to send MMS messages?,Why can’t I send videos via text to android users
1066879,"@115858 I keep getting a pop up that says I need to download antivirus from google play, my phone is “infected”. Only on Facebook though.",@371771 Great catch! This is a phishing attempt. Arm yourself with how to handle these by checking this out: https://t.co/LNMCdqt6fD,"I keep getting a pop up that says I need to download antivirus from google play, my phone is “infected”. Only on Facebook though."
550813,@AppleSupport The newest one. Two weeks ago. I have disabled and then started again. So I go through the process of my voice with Siri and it says ready to use. I lock phone and say Hey Siri and nothing.,"@248326 Let's help make sure everything is set right. Do you currently have ""Allow Siri When Locked"" enabled under Settings &gt; Siri &amp; Search? If not, please enable the feature and then test Siri to see if the behavior continues.",The newest one. Two weeks ago. I have disabled and then started again. So I go through the process of my voice with Siri and it says ready to use. I lock phone and say Hey Siri and nothing.
2482434,"Wow @115858 ever since my update my #iphone has gotten slower and dumber, I guess I’ll take the #smart out of it and just toss it #good #job",@709250 We'd like to help. Which iOS did you update to? Let us know in DM. https://t.co/GDrqU22YpT,"Wow ever since my update my #iphone has gotten slower and dumber, I guess I’ll take the #smart out of it and just toss it #good #job"
1772880,I️ made the short cut and it worked for a solid ten minutes but now my I️ I️ I️ I️ I️ are back 😡 @AppleSupport,@524139 Let's take a look at this together. Please send us a DM to continue. Thanks! https://t.co/GDrqU2kzhr,I️ made the short cut and it worked for a solid ten minutes but now my I️ I️ I️ I️ I️ are back 😡
1577449,@115858 @AppleSupport Your update has fucked up my phone! Thanks!,@485895 We're here to help. DM us any issues you are having. https://t.co/GDrqU22YpT,Your update has fucked up my phone! Thanks!
229189,"@AppleSupport Yes, whenever I try and use “current location” it takes ages to kick in and won’t recalculate",@170658 Are you experiencing this issue on the latest version of iOS 11.0.3?,"Yes, whenever I try and use “current location” it takes ages to kick in and won’t recalculate"
2627769,@AppleSupport Got it. Thanks.,"@742182 Happy to help! Feel free to shoot us a DM if we can be of any further assistance. Our office hours are 7 days a week, from 5AM - 8PM PDT. If you contact us after business hours, rest assured we'll respond the following day. https://t.co/GDrqU22YpT",Got it. Thanks.
1400673,@115858 why my Apple Music not working,@445672 Send us a DM. Let us know more details and we'll do our best to help. https://t.co/GDrqU22YpT,why my Apple Music not working
1910244,"Yet another #ios11bug @applesupport #appstore started to update apps, but it didn’t finish all day on wifi :) https://t.co/yTtc5HPGcl","@334450 Let's look into this together. Send us a DM with the iOS version your iPhone is running, and we'll go from there. https://t.co/GDrqU22YpT","Yet another #ios11bug #appstore started to update apps, but it didn’t finish all day on wifi :)"
938214,"@AppleSupport I have an IPhone SE since updating to 11 (and all subsequent updates, so now on 11.0.3 I have had no sound from phone.","@342406 Is the issue with notification sounds, video or music playback or any sound on your device? Let us know, we'd like to help.","I have an IPhone SE since updating to 11 (and all subsequent updates, so now on 11.0.3 I have had no sound from phone."
2350751,What the hell is wrong with the letter i on the iPhone @115858 @AppleSupport,"@679435 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",What the hell is wrong with the letter i on the iPhone
245350,"I just wanna control my music from the lock screen, speaker phone to actually work, &amp; my phone to stop dying in 30. Fix this shit @115858",@174251 Have you updated to 11.0.2 yet? https://t.co/80YRnjDFDk DM and let us know. https://t.co/GDrqU22YpT,"I just wanna control my music from the lock screen, speaker phone to actually work, &amp; my phone to stop dying in 30. Fix this shit"
754212,Hey @115858 @AppleSupport when are the #iPhoneX cases being released? 🤔,@300273 We appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOsnZd,Hey when are the #iPhoneX cases being released? 🤔
308563,@AppleSupport iOS 11.0.2. Model: A1661,@189683 Let's try restarting the device and see if it helps. Here is how: https://t.co/OWRDHWSt4h https://t.co/GDrqU22YpT,iOS 11.0.2. Model: A1661
735910,my #MacBookAir is making a squeaky noise while lifting.barely a month old. @AppleSupport,@296027 Let's look into this together. Send us a DM with more info and the country you're located in. We'll go from there. https://t.co/GDrqU22YpT,my #MacBookAir is making a squeaky noise while lifting.barely a month old.
322321,"@AppleSupport Setting it to window view, only the top part of the screen zooms, unlike before where the 3 finger zoom works for the entire screen",@192786 Got it. Send us a DM and we'll take a closer look into this. https://t.co/GDrqU22YpT,"Setting it to window view, only the top part of the screen zooms, unlike before where the 3 finger zoom works for the entire screen"
436451,#AppleWatchSeries3 @AppleSupport @12131 @8180 #imobile says incorrect pin even when it’s #correct pl provide #support https://t.co/9x1x14IgHM,@208036 We're here for you. Try these steps for help with adding your card: https://t.co/Saz92f9xOE,#AppleWatchSeries3 #imobile says incorrect pin even when it’s #correct pl provide #support
2025300,"@AppleSupport iPhone 6s while receiving call, it rings but unable to see who’s calling on the screen after updating to IOS 11",@598936 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,"iPhone 6s while receiving call, it rings but unable to see who’s calling on the screen after updating to IOS 11"
2123252,"Ight @115858 @applesupport, fix this I️ shit or I’m buying galaxy fuck",@397919 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"Ight , fix this I️ shit or I’m buying galaxy fuck"
1313938,@426980 @115858 @AppleSupport Y si estas cosas están muy caras como para que no funcionen bien 🙄,@426979 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Y si estas cosas están muy caras como para que no funcionen bien 🙄
854552,@AppleSupport WatchOS 4. But it’s ok I’ve just bought a series 3 😀,@322954 We've got your DM and will continue with you there. Thank you! Be on the lookout for our reply.,WatchOS 4. But it’s ok I’ve just bought a series 3 😀
2543032,@AppleSupport Geez already. Upgraded to iOS 11 and the WiFi keeps kicking me out with incorrect password given. Will you fix that? Seems to be the bug here.,@722983 We'll be glad to assist you today. Does this happen for other Wi-Fi networks you connect to?,Geez already. Upgraded to iOS 11 and the WiFi keeps kicking me out with incorrect password given. Will you fix that? Seems to be the bug here.
2978152,1+2+3=23 -according to the apple calculator @AppleSupport,@821356 Thanks for reaching out. Please DM us and we'll look into this further. https://t.co/GDrqU22YpT,1+2+3=23 -according to the apple calculator
570150,"@AppleSupport I’ve upgraded to iOS 11.2, but where is the Apple Pay Cash card option? Is there somewhere else I can set this feature up? https://t.co/0vDKIAQkTl","@238548 We're glad you asked! If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week.","I’ve upgraded to iOS 11.2, but where is the Apple Pay Cash card option? Is there somewhere else I can set this feature up?"
1919950,@AppleSupport Apple music keeps asking me to sign up but I am already a member. It doesn't recognize my subscription.,@571581 That's not what we'd expect to happen and we'd like to look into this. Please DM us about this Apple Music issue. https://t.co/GDrqU22YpT,Apple music keeps asking me to sign up but I am already a member. It doesn't recognize my subscription.
1626205,@AppleSupport Using Iphone 6S Plus but the battery doesn’t last long. I feel battery has issues.,"@497967 Thanks for reaching out, we'd like to look into this with you. What is your current iOS version?",Using Iphone 6S Plus but the battery doesn’t last long. I feel battery has issues.
1773157,@AppleSupport why does my IPhone 7+ keep draining out fast ever since the iOS 11 update came out???,@532920 We're here to help. Please meet us in DM and we'll take a closer look at this together. https://t.co/GDrqU22YpT,why does my IPhone 7+ keep draining out fast ever since the iOS 11 update came out???
2787894,@AppleSupport when i tried to install latest itunes version on my system. i am getting error. https://t.co/M1a4rMPKxg,@778273 We certainly want iTunes to install for you! Meet us in DM and we'll go from there. https://t.co/GDrqU22YpT,when i tried to install latest itunes version on my system. i am getting error.
2490806,"Now this stupid iPhone update locked me out of my voicemail , why can’t we just keep it how it was @115858 🤬😡",@711190 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,"Now this stupid iPhone update locked me out of my voicemail , why can’t we just keep it how it was 🤬😡"
2634953,"@115858 Or released, even*",@743875 In what way is your iPhone acting strange? We'd love to help get it working in the way you expect so give as many details as you can. Feel free to DM if you'd like using the following link: https://t.co/GDrqU22YpT,"Or released, even*"
752997,"Another day, another 10 crashes before lunch courtesy of ios11. Any danger of fixing this @AppleSupport??",@299964 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,"Another day, another 10 crashes before lunch courtesy of ios11. Any danger of fixing this ??"
2561805,@AppleSupport Is someone really trying to get into my apple id as it gives me notification twice or thrice in a particular day even if i am not using my device to sign into any of the 🍎 services..kindly look into this https://t.co/UNsmGgdq9C,"@727059 Thanks for reaching out to us today. We completely understand your concern with this message, and want to work with you further on this. To start, reach out to us in DM using the link below and we'll continue from there. https://t.co/GDrqU22YpT",Is someone really trying to get into my apple id as it gives me notification twice or thrice in a particular day even if i am not using my device to sign into any of the 🍎 services..kindly look into this
1149723,"@AppleSupport I live on a college campus so I’m constantly “walking to new locations” between buildings which is the root of the problem, It cant turn off","@390552 Wi-Fi can be disconnected, not disabled, in the Control Center on iOS 11. You'll want to turn that off in Settings &gt; Wi-Fi.","I live on a college campus so I’m constantly “walking to new locations” between buildings which is the root of the problem, It cant turn off"
1689399,To the @115858 battery ghost secretly turning on our bluetooth over and over again: PLEASE stop #iOS11,@512941 We'd like to help. Could you elaborate on what's happening with your bluetooth?,To the battery ghost secretly turning on our bluetooth over and over again: PLEASE stop #iOS11
2241122,Hey @AppleSupport @115858 when is the update to fix the keyboard issue coming?,"@653418 Hi there! What issues are you having with the keyboard, exactly?",Hey when is the update to fix the keyboard issue coming?
457173,@AppleSupport Yes that's the only word and it only does it when i type tha\t’ without it being plural. and my phone has the latest up to date version,"@223545 Alright, let us know which version that is in Settings &gt; General &gt; About. Did you notice that this started after anything in particular happened?",Yes that's the only word and it only does it when i type tha\t’ without it being plural. and my phone has the latest up to date version
103169,Hey @AppleSupport - Over the last few days my messages app on my iMac and MBA stopped syncing with my iMessages from my iOS devices. Any ideas on how to fix this problem? I've lost one of my favorite parts of #AppleSimplicity,"@138696 We’d love to help with your messages. To start, do you see your iMac and MacBook enabled if you tap Settings &gt; Messages &gt; Text Message Forwarding on your iPhone?",Hey - Over the last few days my messages app on my iMac and MBA stopped syncing with my iMessages from my iOS devices. Any ideas on how to fix this problem? I've lost one of my favorite parts of #AppleSimplicity
1162112,@AppleSupport I have already done the DM but there was no response from tht side!! ☹️,@393425 We would love to work with you. DM us and we'll get started: https://t.co/GDrqU22YpT,I have already done the DM but there was no response from tht side!! ☹️
1802713,Why does #iOS now autocorrect “is” to “I.S” every time? Has someone played their machine learning? @AppleSupport please fix it,@541673 We've got your back! Let's pair up in DM to take a closer look into what you are seeing on your devices. https://t.co/GDrqU22YpT,Why does #iOS now autocorrect “is” to “I.S” every time? Has someone played their machine learning? please fix it
2815633,disappointed with @115858 and their software updates on the i phones....Anyone else having issues with Spotify and so on? Considering switching to another company,@784965 We can help. Let us know more about what's happening with Spotify in DM. https://t.co/GDrqU22YpT,disappointed with and their software updates on the i phones....Anyone else having issues with Spotify and so on? Considering switching to another company
935928,#ios11 has successfully destroyed my iphone experience and loyalty thanx to @AppleSupport inability to fix the battery drain problem,@341884 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.,#ios11 has successfully destroyed my iphone experience and loyalty thanx to inability to fix the battery drain problem
451370,"@AppleSupport Help! I’m really frustrated with iCloud. I’ve been locked out of my account after requesting account recovery. Originally I was told I’d have to wait 3 days, but the delay changed to 10 days without me doing anything—I didn’t even try to log in again.","@222033 We'd be happy to help you with this. While there is no way we can expedite recovery on our end for two-factor accounts, please be sure these all steps here are completed: https://t.co/nXAGZj0EE7 DM us if you have any other questions. https://t.co/GDrqU22YpT","Help! I’m really frustrated with iCloud. I’ve been locked out of my account after requesting account recovery. Originally I was told I’d have to wait 3 days, but the delay changed to 10 days without me doing anything—I didn’t even try to log in again."
1404100,@AppleSupport absolute disgusting customer service from the Milton Keynes Apple Store today! Please point me in the direction of complaints!,@446438 That's not what we like to hear. Send us a DM using the link below and we'll go from there. https://t.co/GDrqU22YpT,absolute disgusting customer service from the Milton Keynes Apple Store today! Please point me in the direction of complaints!
2333319,@AppleSupport Three and airplane mode. Just like the other 1000 people screwed who can't charge my 1000.00 iPad,@675306 We want you to be able to charge your iPad. Reach out to us in DM. https://t.co/GDrqU22YpT,Three and airplane mode. Just like the other 1000 people screwed who can't charge my 1000.00 iPad
2237320,@115858 @AppleSupport @2310 how y’all gon’ just ignore this glitch with the letter “I️” - like fix this $hit already ..,"@652417 We just released an update, iOS 11.1.1, to address this. Have you had a chance to update to 11.1.1 and see if it has any affect for you?",how y’all gon’ just ignore this glitch with the letter “I️” - like fix this $hit already ..
799315,@AppleSupport Iphone 6s with ios 11.0.3,"@310528 Thanks for letting us know, can you confirm what apps use the most battery via DM? Use this guide: https://t.co/2voRgjSsVf https://t.co/GDrqU22YpT",Iphone 6s with ios 11.0.3
2133435,@AppleSupport When is Apple going to release another update to fix this? https://t.co/nsvRuvC428,@627728 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,When is Apple going to release another update to fix this?
1408175,@115858 y'all gotta release a new update soon bc my phone is beyond acting up,@447306 Help us here. Send us a DM and we'll work together on sorting this out. https://t.co/GDrqU22YpT,y'all gotta release a new update soon bc my phone is beyond acting up
311338,@AppleSupport No the ringer ? Was able to adjust a lot easier before this update.,@190349 Be sure that your ringer isn't locked in Settings. See: https://t.co/ilgQGpzAtu,No the ringer ? Was able to adjust a lot easier before this update.
1779942,wtf ? It's impossible to process an address change @115858 or for them to figure out how to fix it ? I cannot handle incompetence from a company that says it is competent.,@534783 We'd like to better understand what's happening to see how we can help over Twitter. Please DM us more details here: https://t.co/GDrqU22YpT,wtf ? It's impossible to process an address change or for them to figure out how to fix it ? I cannot handle incompetence from a company that says it is competent.
1986848,Yo @115858 fix whatever is going on with the “I️” button on the keyboard,@588123 Let's get to the bottom of this. Which version of iOS are you on? You can find that in Settings &gt; General &gt; About. Reply in DM. https://t.co/GDrqU22YpT,Yo fix whatever is going on with the “I️” button on the keyboard
1803119,iOS 11 doesn’t talk to my car’s entertainment system anymore. Worked great on 10. Thanks @AppleSupport ! https://t.co/uIYzE9OzBI,@308952 We're happy to help. Can you tell us which version of iOS 11 you are currently using please?,iOS 11 doesn’t talk to my car’s entertainment system anymore. Worked great on 10. Thanks !
2293538,"dropped my iphone, screen not working. switched sim to another iphone, can't restore it, says iphone is disabled @AppleSupport https://t.co/vhM5euxBW2",@666019 We'd like to help in anyway we can. Please DM us more about the issue. https://t.co/GDrqU22YpT,"dropped my iphone, screen not working. switched sim to another iphone, can't restore it, says iphone is disabled"
2069386,"@AppleSupport my iPhone 7 is basically unusable. The new updates have made it freeze, glitch, and I can’t even hear anything when make calls","@611971 We're here for you! Have you tried any steps already? If not, let's start here: https://t.co/RxpRw2OfRX DM us if needed: https://t.co/GDrqU22YpT","my iPhone 7 is basically unusable. The new updates have made it freeze, glitch, and I can’t even hear anything when make calls"
1588137,".@AppleSupport add me to the list of letter symbol ""a?"" folks when attempting to refer to myself with a singular pronoun. HATE IT. FIX IT.😡😡",@488442 We're here to help. Take a look at this article with some steps to help with this issue: https://t.co/xXaXeeSRt9,". add me to the list of letter symbol ""a?"" folks when attempting to refer to myself with a singular pronoun. HATE IT. FIX IT.😡😡"
2299160,@AppleSupport I think that you not understand me! I know how to do that!!!! I’m reporting you a bug on 11.1.1 iOS.,@667353 We appreciate that and recommend providing some additional product feedback by using the following link: https://t.co/oWzjJxkvlC,I think that you not understand me! I know how to do that!!!! I’m reporting you a bug on 11.1.1 iOS.
560473,"New update is horrible. I turned my WiFi off and back on and now it won’t load anything, like I don’t have internet @AppleSupport",@251115 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,"New update is horrible. I turned my WiFi off and back on and now it won’t load anything, like I don’t have internet"
1757895,@AppleSupport if this I️ shit keeps happening I️ will switch over to Samsung y’all playing too many fucking games.,@529240 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,if this I️ shit keeps happening I️ will switch over to Samsung y’all playing too many fucking games.
2069977,@AppleSupport I’m guessing this isn’t normal for a MacBook Pro battery. #apple #mac https://t.co/sENwr6VelO,@580654 Let's look into this together. Send us a DM using the link below and let us know which country you're in to start. https://t.co/GDrqU22YpT,I’m guessing this isn’t normal for a MacBook Pro battery. #apple #mac
1347742,@AppleSupport In all honesty I don't know! Has always been there! News! With a red square surrounding it! Would like to be able to replace widget!,@434284 OK. Please check to see that the Apple News app is still installed on your device.,In all honesty I don't know! Has always been there! News! With a red square surrounding it! Would like to be able to replace widget!
1982451,"@AppleSupport I already have a subscription to Apple music, so why does it keep showing me this each time I try playing a song ? https://t.co/MHWw7tKjUo","@586809 Let's check into this together. Have you confirmed you're still signed in? If so, DM us which iOS version is installed: https://t.co/GDrqU22YpT","I already have a subscription to Apple music, so why does it keep showing me this each time I try playing a song ?"
2054292,@AppleSupport check dms,@250131 We'd love to help. Please DM us once more with your question. We'll be sure to look into it for you. We appreciate your patience! https://t.co/GDrqU22YpT,check dms
2364482,@AppleSupport I have the iPhone 7 and I updated my phone to IOS 11.1.1 and when I turned off the phone it would not come back on. It's been stuck in a loop on the Apple logo screen every since. I tried to restore it with iTunes and it didn’t work.,@682657 Thanks for reaching out. Let's take a look at this together. Check out this helpful article here: https://t.co/H7w57rsYVQ,I have the iPhone 7 and I updated my phone to IOS 11.1.1 and when I turned off the phone it would not come back on. It's been stuck in a loop on the Apple logo screen every since. I tried to restore it with iTunes and it didn’t work.
1706872,@AppleSupport My apps that require internet keep saying “cannot connect” or “error cannot refresh” even tho I have data or WiFi 😭,"@517279 We want to help you. Restart your iPhone as our article explains, and DM us if this still happens: https://t.co/OWRDHWSt4h https://t.co/GDrqU22YpT",My apps that require internet keep saying “cannot connect” or “error cannot refresh” even tho I have data or WiFi 😭
1450139,"@AppleSupport Yes, a couple of times - it won't recognise my wireless keyboard either, that refuses to keep its green light on - totally locked out!","@456502 Have you tried any other steps? If not, let's start with if the issue remains while in macOS Recovery: https://t.co/dwZ2UVMxdg","Yes, a couple of times - it won't recognise my wireless keyboard either, that refuses to keep its green light on - totally locked out!"
1677077,@AppleSupport what’s going on fr? Y’all got fix this I️ shit,@510133 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,what’s going on fr? Y’all got fix this I️ shit
1519166,@115858 why does my phone replace “with “A ?.. been doing that since the update,@472354 Let's take a look at this in DM. Let us know which exact version of iOS 11 you're using. https://t.co/GDrqU22YpT,why does my phone replace “with “A ?.. been doing that since the update
374204,@AppleSupport Also I have a lot of data I don’t want to erase such as Video games and photos,"@204720 Got it. DM us, and we'll continue. https://t.co/GDrqU22YpT",Also I have a lot of data I don’t want to erase such as Video games and photos
1706116,".@115858, please fix the 'i' bug. I can't get over it autocorrecting into a weird symbol.",@517081 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,". , please fix the 'i' bug. I can't get over it autocorrecting into a weird symbol."
2120181,what’s wrong with my phoneeeeeeee @115858,@624748 Hello. Tell us more about what's happening with your iPhone and we'll do our best to help.,what’s wrong with my phoneeeeeeee
1655579,yo @AppleSupport. fix this. https://t.co/iWtRNFUUct,@505243 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,yo . fix this.
323025,@115858 @AppleSupport Siri has gotten worse not better with new update. She gets everything wrong... even setting timers! What happened?!,"@192944 Siri is great to have! First, let's try working through a few steps to help out here: https://t.co/CLzRTZZPdw",Siri has gotten worse not better with new update. She gets everything wrong... even setting timers! What happened?!
2373249,"@AppleSupport Back camera, haven't checked the front. Restarted multiple times...",@684667 Thanks for verifying. Test with the front camera and DM us the results. We'll look further into this with you there. https://t.co/GDrqU22YpT,"Back camera, haven't checked the front. Restarted multiple times..."
2412451,@AppleSupport trying to download a free app.... payment info has disappeared for some unknown reason... now won’t accept my payment info? https://t.co/pAdWVjt3jA,@693544 We can help out. We'd want to get you in touch with our iTunes Store support here: https://t.co/SDIe7UiyJN,trying to download a free app.... payment info has disappeared for some unknown reason... now won’t accept my payment info?
2480957,"@AppleSupport my iPhone, iPod, iPad and Mac book pro all hate me 😩 stupid iPhoto, photo, log in and sharing! Waste of a Sunday afternoon!",@708901 We want to help! What is going on? https://t.co/GDrqU22YpT,"my iPhone, iPod, iPad and Mac book pro all hate me 😩 stupid iPhoto, photo, log in and sharing! Waste of a Sunday afternoon!"
1896706,@115858 this update has ruined my phone 😠,@565308 We'd like to help! Send us a DM with the country that you are located in and we will continue from there. https://t.co/GDrqU22YpT,this update has ruined my phone 😠
1351887,@AppleSupport This will be the second time I️ do this...😓,@435251 We’d like to understand more about this situation. Please DM us some details and we’ll take it from there. https://t.co/GDrqU22YpT,This will be the second time I️ do this...😓
2381322,"@AppleSupport I already reseted my iPhone. Didn't help me, but the iOS 11.1.2 is only iPhone X update.. so i don't think it will help my iPhone.. but i'm doing it right now updating to iOS 11.1.2",@274134 What model iPhone do you have? DM us and let us know. https://t.co/GDrqU22YpT,"I already reseted my iPhone. Didn't help me, but the iOS 11.1.2 is only iPhone X update.. so i don't think it will help my iPhone.. but i'm doing it right now updating to iOS 11.1.2"
1706843,Got the “i” issue fixed &amp; now my freakin Snapchat won’t work. GET IT TOGETHER @115858 @AppleSupport,@517268 Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,Got the “i” issue fixed &amp; now my freakin Snapchat won’t work. GET IT TOGETHER
2708502,. @115858 my phone been slow af since the new update/release of the iphone x. U aint slick😒,"@760591 Let's take a closer look together. Which model do you have and what's the iOS version currently installed on it and have you tried any steps of your own so far? Is it slow with just one app, or overall?",. my phone been slow af since the new update/release of the iphone x. U aint slick😒
1751484,ok no rush @AppleSupport just keep us all typing I️ over and over again no need to fix it,@514223 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,ok no rush just keep us all typing I️ over and over again no need to fix it
2507350,Anyone else using Apple Maps getting a lot of “please return the route” every 3 minutes when you’re still very much on the route? Just started lately. @115858 @AppleSupport,"@714863 Thanks for reaching out. Since these issues started has your iPhone been restarted? Let us know and confirm the iOS you're running, we're happy to help.",Anyone else using Apple Maps getting a lot of “please return the route” every 3 minutes when you’re still very much on the route? Just started lately.
209356,Ever since I updated my phone to iOS 11 my phone has been slow AF. No @115858 you aren’t gonna make me buy the new iPhone I’m poor and totally fine with my iPhone 6!,@165565 We would like to help. Are you currently running iOS 11.0.2? You can find out in Settings &gt; General &gt; About,Ever since I updated my phone to iOS 11 my phone has been slow AF. No you aren’t gonna make me buy the new iPhone I’m poor and totally fine with my iPhone 6!
1790343,"@537801 @115858 It’s a software issue and changed again with iOS 11.0.3. My dispenser knows zero about software. C’mon now. Release software, support it.",@537800 Thanks for reaching out. We'd like to know more to assist. Send us a DM using the link below and we'll continue there. https://t.co/GDrqU22YpT,"It’s a software issue and changed again with iOS 11.0.3. My dispenser knows zero about software. C’mon now. Release software, support it."
1733794,"@115858 eye feel like I️ this glitch easy to fix, y’all being lazy 😭",@487959 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"eye feel like I️ this glitch easy to fix, y’all being lazy 😭"
1557163,@AppleSupport Everything is up to date. I uninstall the @126 app on a weekly basis because of this problem I have. From the reviews on App Store other people are arbitrarily experiencing problems with this app. :(,@481364 Thank you for the follow-up information. Please send us a DM so that we can look at all available options. https://t.co/GDrqU22YpT,Everything is up to date. I uninstall the app on a weekly basis because of this problem I have. From the reviews on App Store other people are arbitrarily experiencing problems with this app. :(
704479,@288344 @115858 It’s really annoying now.,"@288343 We want you to enjoy your iPhone and we'd like to help. To start, please DM us with the model of iPhone you're using and country where you're located. https://t.co/GDrqU22YpT",It’s really annoying now.
1519162,@AppleSupport ? https://t.co/aZ6EEgMPpI,@472352 Help is on the way. Send us a DM to get started. https://t.co/GDrqU22YpT,?
946653,@AppleSupport *We can unlock,@344475 We want to be sure that we understand your question. Are you referring to Face ID? Check out this link: https://t.co/JIS3AQvXeS,*We can unlock
96952,@AppleSupport When ever I screenshot anything it’s a black screen,"@788444 We'd like to help, let's continue in DM. https://t.co/GDrqU22YpT",When ever I screenshot anything it’s a black screen
2286741,Hey @AppleSupport why is the letter “I” in my recent emojis???? https://t.co/Qoy3aSQrR5,"@664430 We'll look into this with you. Does this behavior occur with all apps, or just specific apps?",Hey why is the letter “I” in my recent emojis????
2403633,@118721 @118936 @AppleSupport I haven't been able to connect to my App Store on my phone using 3G - been happening for months - why?,"@368846 Thank you for reaching out to us. We understand wanting to be able to access the App Store, and we'd be happy to help. Can you tell us which iPhone and version of software you're using? And what happens when you try to access the App Store?",I haven't been able to connect to my App Store on my phone using 3G - been happening for months - why?
750007,10 am... @AppleSupport apple watch already drop 35% battery life in 4 hours.,@198452 We're here for you. Which Apple Watch are you using?,10 am... apple watch already drop 35% battery life in 4 hours.
850444,@AppleSupport Booted safe mode...didt have any problems. Now boots in 1 minute. Is there way to see system boot info similar to when linux system booting,@322045 Great to hear it's booting faster. You can see information using Verbose Mode: https://t.co/ceCDBCPAIJ Questions? DM us. https://t.co/GDrqU22YpT,Booted safe mode...didt have any problems. Now boots in 1 minute. Is there way to see system boot info similar to when linux system booting
1662228,@AppleSupport IOS11.02 when using screenshot my phone resets more than half time.,"@506906 When you say it's resetting, is it powering off unexpectedly? If not, please let us know a few more details.",IOS11.02 when using screenshot my phone resets more than half time.
2029393,"ever since I updated my phone , it’s been slow af &amp; has a delay when I type. also had to google how to get my “i” button back🙄🤦🏽‍♀️ @115858",@600120 We'd love to help. What iPhone model and iOS version are you using? Here's how to find it: https://t.co/ZTw54HL4Rm https://t.co/GDrqU22YpT,"ever since I updated my phone , it’s been slow af &amp; has a delay when I type. also had to google how to get my “i” button back🙄🤦🏽‍♀️"
1121689,"@AppleSupport When typing certain parts of the lower keyboard go unresponsive, it’s only intermittent if you tap repeatedly a few times it usually works","@384582 Does this happen in any specific app, or is it happening with all apps?","When typing certain parts of the lower keyboard go unresponsive, it’s only intermittent if you tap repeatedly a few times it usually works"
2977706,"@AppleSupport No, if the phone locks while I’m on FaceTime the screen is useless. I can’t unlock it, use the flashlight or camera buttons, nothing.","@821241 Got it, thanks for clarifying. Let us know the iOS this occurs on in a DM and we'll continue to assist. https://t.co/GDrqU22YpT","No, if the phone locks while I’m on FaceTime the screen is useless. I can’t unlock it, use the flashlight or camera buttons, nothing."
