pair_id,customer_message,historical_reply,candidate_type,gold_intent,escalation_label,notes
138,@AppleSupport iPhone 7 and yes I am,"@350511 We know how important your iPhone is to you; we'll do all we can to help. To continue, please connect with us in DM: https://t.co/GDrqU22YpT",ambiguous,,,
139,@AppleSupport Bu using Touch ID,@452803 Tap Settings &gt; General &gt; Accessibility &gt; Reachability. Turn this off and test. Does the same thing happen?,ambiguous,,,
140,"iOS 11 is trash so far... can we get this fixed please? I can’t make or receive calls, everything glitches, and my sound is a mess @115858",@370230 Let's look into this together. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT,category_candidate,,,
141,"@AppleSupport hi, i requested a order receipt for the purchase of my iphone on sunday and still havnt received anything",@298347 Thanks for reaching out. DM us more info about your experience and we'll get you to the right spot. https://t.co/GDrqU22YpT,category_candidate,,,
142,@AppleSupport An iPhone cord and a car charger. This is the only cord it does it with. And it started after I updated my phone. Worked perfectly before.,@156557 Are you using the original Apple USB cable? DM us and let us know. https://t.co/GDrqU22YpT,category_candidate,,,
143,"Sir, my iphone SE has started to hang and the screen becomes absolutely non responsive since the iOS 11.0.3 @AppleSupport plz help 😓",@359112 We're always happy to help. Let's get together in DM and dig into the issue. https://t.co/GDrqU22YpT,category_candidate,,,
144,@AppleSupport iPhone 7,@188889 Are there any carrier updates available? https://t.co/bfoi2mhtX3,ambiguous,,,
145,"@115858 @AppleSupport siri needs a major update , my husbands google assitant puts siri to shame 😫 plus siri cant understand my new england accent at all!!",@378084 We're here to help. Which device is this happening on? What OS or iOS version is installed currently?,category_candidate,,,
146,"@AppleSupport @115858 ios 11 is a disaster. I just upgraded from 10 to 11.1.2. Last night, I went to sleep and plugged my phone in with 50% battery left. Now at 4:30 pm, six hours earlier, I have 23% battery left. How could you screw up this badly?",@594939 Let's continue in DM. https://t.co/GDrqU22YpT,category_candidate,,,
147,@AppleSupport what’s the deadline to purchase Apple Care for my iPhone X that I ordered from a carrier?,@436257 We'd love to help! Check out the following article: https://t.co/3zyMIIwK0O which has that answer and more.,category_candidate,,,
148,@AppleSupport I need your help,@174696 We’ve received your DM and will continue there shortly. Thank you for your patience.,ambiguous,,,
149,@115858 ever since these stupid updates Siri won’t work. I need my Siri. 😒,@535890 We'd love to help. Which device are you using? What issue are you having with Siri?,category_candidate,,,
150,@AppleSupport Please release an update to fix the battery drain issues following the 11.1 updates!!!,@693975 We can assist you. We recommend updating to iOS 11.1.1 if you haven't had the chance to do so. You can also DM us with the following link for futher support. https://t.co/GDrqU22YpT,category_candidate,,,
151,help @AppleSupport 😭💔 https://t.co/IhuvViZIbC,"@603649 Computer won't turn on? You can try a system reset, that often helps. DM us if these steps don't help: https://t.co/FYojVXHuwn https://t.co/GDrqU22YpT",ambiguous,,,
152,"@AppleSupport iPad, just purchased in August 2017. The keyboard is horrible, I have to correct typos most of the time. The numbers replace letters, it’s a nightmare. Thanks for your help.","@692119 Thanks for letting us know. We want to assist with the keyboard on the iPad, but need a few more details from you. What iOS version is installed on the device? If you have not tried already, please restart the iPhone. https://t.co/n9BF3L9h6y https://t.co/GDrqU22YpT",category_candidate,,,
153,"@AppleSupport No info on the card except the ""Dad"" thing, and only on the watch. The phone seems to know me by my name. However when I ask Siri's Watch who am I, she answers by my right name, but the card keeps saying ""Dad"". Thanks for your help!","@748094 Let's meet in DM to follow up on this issue, please. https://t.co/GDrqU22YpT",category_candidate,,,
154,"@AppleSupport Nope, only when receiving.","@764474 If you only see this upon receiving, your Mac is working correctly. Suggest to the other party to update to their latest version of iOS or macOS.",ambiguous,,,
155,No Spotify control on lock screen or mission control. Have to keep going back to the app to pause etc. Please sort it @AppleSupport (2/2) https://t.co/hsMRXTdDvU,@300947 Let’s look into this for you. Send us a DM with which iPhone you are using and we'll go from there. https://t.co/GDrqU22YpT,category_candidate,,,
156,"A bateria do meu iPhone está ""estufando"" ,entrei no site da @AppleSupport dizia pra eu ir na loja,na loja falaram que não sabem o que fazer!! Oiii Apple ajuda aí vai","@684685 Since our Twitter support is available in English, get help at https://t.co/IBIY3w3RGR or join https://t.co/pvaOFg6Mb1",category_candidate,,,
157,Hey @AppleSupport I literally watched as my battery on my iPhone6 dropped 60% to 40% because I bought and downloaded and album. I hope 11.2 fixes this.,@156151 Battery life is very important. We'd like to get this sorted for you. Click here to join us in DM. We'll continue there: https://t.co/GDrqU22YpT,category_candidate,,,
158,@AppleSupport All.,"@804171 When you got your new iPhone 8, did you restore it from a backup you made of a previous iPhone? DM us and let us know. https://t.co/GDrqU22YpT",ambiguous,,,
159,"What sort of fuckery have you done with this new IOS @AppleSupport , my Bluetooth and Wi-fi keep switching it self on",@740319 Bluetooth and Wi-Fi controls in Control Center work differently in iOS 11. You can read more on that here: https://t.co/G7BHuQnDS6 Let us know in DM if you have other questions. https://t.co/GDrqU22YpT,category_candidate,,,
160,@AppleSupport 6S+ and 11.0.3,"@360226 When did you first start experiencing this issue? Does it happen for all conversations, or just a few? Please DM us. https://t.co/GDrqU22YpT",ambiguous,,,
161,@AppleSupport why does my brand new 8 suck?,@253718 Let’s look into this for you. DM us with more details about what is happening with your iPhone 8 and we'll go from there. https://t.co/GDrqU22YpT,ambiguous,,,
162,@AppleSupport hi. Trying to reset my Apple ID password. It doesn’t recognise my trusted phone number. Please help!,@352846 Thanks for reaching out. DM the country or region where you are currently located to get started. https://t.co/GDrqU22YpT,category_candidate,,,
163,@AppleSupport I can sign in on my laptop no problem.,"@134431 When you sign in through Safari does it Auto-Fill the password, or are you entering it manually?",category_candidate,,,
164,@AppleSupport @115858 need another way to reset PW for my dad's icloud account. Never set alternate email and doesn't remember security questions. IMEI doesn't march original purchase do to Apple exchange. Please help.,"@134322 If he's unable to reset his password to regain access to his account, he can reach out to us here: https://t.co/UJm15vmMM2",category_candidate,,,
165,@AppleSupport @241274 Same with me..please fix it,"@241286 You came to the right place, we know you want to get your device working properly again. Try backing up &amp; follow these steps to resolve it: https://t.co/osZOKKTalm If you continue to experience this issue or run into questions, DM us. We'll be here for you. https://t.co/GDrqU22YpT",ambiguous,,,
166,Hey @115858 get your shit together! 4 updates in and my wifi is acting up! And my desktop is working fine! https://t.co/yEuNO0DxoA,@318241 We'll get this sorted out. Have you tried a restart yet? DM us and let us know how it works after: https://t.co/OWRDHWSt4h https://t.co/GDrqU22YpT,category_candidate,,,
167,@AppleSupport 30 minutos y no abre la pagina!,@143062 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs https://t.co/GDrqU22YpT,ambiguous,,,
168,"Are you serious, @AppleSupport? Installed iOS 11.0.3 last night. With 15% battery and airplane mode on my 7 plus was dead in the morning 😡",@309961 We'd like to look into what's happening together. Please send us a DM and we can get started. https://t.co/GDrqU22YpT,category_candidate,,,
169,@AppleSupport my airprint isn’t working ☹️,@136597 We're here for you! What device and iOS / OS version are you using? https://t.co/GDrqU22YpT,ambiguous,,,
170,@AppleSupport ios11 is terrible. Apps get overwhelmed when running multiple. When in locked mode the song isnt displayed. WTF is going on?,"@575924 Let's look into this together. To start, DM us which iPhone model and version of iOS 11 you're using and we'll continue there. https://t.co/GDrqU22YpT",category_candidate,,,
171,"@AppleSupport Apple Music, iPhone 7plus 11.1.2",@229512 Thanks. Are you streaming songs from your music library or are these songs downloaded to the phone? Are you using headphones with the phone?,ambiguous,,,
172,@AppleSupport https://t.co/J665QInhjJ,@660886 Hello! We're here to help as needed. This prompt is part of the sign-in process when using two-factor authentication. You can read more about two-factor authentication here: https://t.co/RONuUjClwW DM us if you have questions about the prompt you are seeing. https://t.co/GDrqU22YpT,ambiguous,,,
173,@AppleSupport These are iOS apps,"@311373 Got it, thanks! So we can look further into this, send us a DM and let us know which iPhone and iOS version you're using. https://t.co/GDrqU22YpT",category_candidate,,,
174,@AppleSupport Please help: my non-Microsoft email on iPhone 7 is only partially working since iOS 11.0.3 update.,"@320712 Getting email on time is important, and we want to make sure this works for you. What's happening with Mail on your iPhone?",category_candidate,,,
175,Uhhhh what the heck happened to this iMessage?? It was a group with two other people. @AppleSupport https://t.co/dXYd8h3S2S,"@261441 Looks like they came in, in a separate message. Did others receive them this way? Has this ever happened with this or any other group message?",category_candidate,,,
176,"iOs11 update.Wifi autom. turns on, unless I use airplane mode.Turning that off, wifi&amp;bluetooth turn on. @AppleSupport I. DON’T.WANT.THIS. 😡😩","@376362 We've got you covered. Wi-Fi and Bluetooth connectivity has changed with iOS 11, check out: https://t.co/vzVz37YMv0",category_candidate,,,
177,@AppleSupport Hi i am locked out of my iTunes account. Status of recovery says 23 hours however i need access urgently. anything i can do?,@362207 Hey there! Please check out the following article for more help with account recovery: https://t.co/nXAGZj0EE7,category_candidate,,,
178,Bluetooth headphones + iPhone 6s + iOS 11 kills battery at about 1% per minute when using kindle app @115858 @117634,@171966 Having as long a battery life as possible is what we want for you. Do you have iOS 11.0.2 installed? Tried any steps so far?,category_candidate,,,
179,@AppleSupport I’ve recently added a few voucher codes to my iTunes credit balance. Is there anywhere where I can view a statement to see the credits have been applied?,@591859 We’d be glad to help you view your store credit and manage your account. You can get started with the steps here: https://t.co/XelVKfSBRb For further help reach out to us here: https://t.co/SDIe7UiyJN,category_candidate,,,
180,@115858 @118936 am having issue downloading my app back on my phone . The error message I get . Application been modified,@340091 We want to help. Let's meet in DM. https://t.co/GDrqU22YpT,category_candidate,,,
181,"@AppleSupport something is wrong with my phone. My screen went white all my pics are gone slowly reloading, thank god.",@626552 We want to help. Are you able to get to your home screen? Have you tried restarting your device?,category_candidate,,,
182,"@AppleSupport Yes, and after I've restarted nothing changed. And after 10th attempt all the data got erased, altho I've switched off this feature in Settings ages ago. Looks like #ios1111 has broken keyboard instead of fixing it",@682647 Do you have a recent backup in iCloud or iTunes of the device?,category_candidate,,,
183,@AppleSupport i have the 7 and i have 11.0.02. will upgrading fix that issue? why would messages come thru after someone has been blocked??,"@450269 Updating would be the first step to take. If that still continues, just let us know via a DM. We’ll keep moving from there. https://t.co/GDrqU22YpT",category_candidate,,,
184,when tf is @115858 gone fix this shit i️?????????,@527711 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ambiguous,,,
185,@115858 wtf is this dumb thing the keyboards are doing with the ‘I️’? Y’all need to get this together 🙄🙄,@593632 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU2kzhr,category_candidate,,,
186,@180336 @AppleSupport That damn update is killing my battery life! WTH @115858?,"@671028 Battery life is important, so we’d like to help. Send us a DM letting us know when this started. https://t.co/GDrqU22YpT",category_candidate,,,
187,@AppleSupport Yes - many times,@301375 OK and has this Bluetooth system ever worked with the iPhone? DM us and we'll continue there. https://t.co/GDrqU22YpT,ambiguous,,,
188,"@AppleSupport Hello, I'm planning to buy Iphone X from apple store and i have a trip to Europe - Bulgaria. There is a One-time payment option which says Unlocked iPhone with Sprint SIM for 999. Will I be able to use the phone with Telenor sim?",@151393 Hi there. We've received your DM. We will follow up with you there shortly.,category_candidate,,,
189,@AppleSupport I need help with my account,"@536747 So we can get you pointed in the right direction, can you please DM us with more details? https://t.co/GDrqU22YpT",ambiguous,,,
190,@115858 fix your iOS! It’s trash! I can’t open ANY of my apps without them crashing and your music widget is broken,@246113 We want to help. Send us a DM letting us know if you are updated to iOS 11.0.2. https://t.co/GDrqU22YpT,category_candidate,,,
191,I.T &lt;&lt; @115858 get your shit together,@231170 We're here for you. Click here to join us in DM and provide us with the software version that you're using: https://t.co/GDrqU22YpT,ambiguous,,,
192,@AppleSupport can y’all stop charging me for MLBTV for crying out loud the games are on local TV. Playoffs been on all month why charge me?,"@332790 Thanks for reaching out. To clarify, is this a monthly subscription charge, or are you being charged for specific games?",category_candidate,,,
193,@AppleSupport is it possible to transfer purchases from 1 Apple is to another?,"@160622 Content is linked to the purchasing Apple ID, however you can look into Family Sharing here: https://t.co/ckptoWI7iV",category_candidate,,,
194,@AppleSupport Yes still the same,@171976 Let's get to DM for our next steps. https://t.co/GDrqU22YpT,ambiguous,,,
195,@AppleSupport @115858 really unhappy with new IOS update. Kills battery and apps won’t work. Help! Can I remove it?! 😤 #ios #iphone,@371419 We're here to help. Meet us in DM and we'll work towards a resolution together. https://t.co/GDrqU22YpT,category_candidate,,,
196,"@AppleSupport Google chrome, it happens on the YouTube app too but not as frequently",@461368 Thanks. Do you experience this if watching a video via Safari? How about a movie or show from iTunes?,category_candidate,,,
197,@AppleSupport check ya Dms plz,"@490367 We've received your DM, and will continue working from there. Be on the lookout for our response.",ambiguous,,,
198,@AppleSupport Its in recovery/boot install mode.,"@421311 Were you installing macOS? If so, has your installation completed?",ambiguous,,,
199,@AppleSupport @115858 #siri get hang &amp; stuck every time to open.. What’s going with #apple update ?? #apple,"@266472 We'd like to see if we can help with this. To get started, send us a DM with more information about what's going on, and we'll continue from there. https://t.co/GDrqU22YpT",category_candidate,,,
200,"@AppleSupport is the App Store down? I can’t download or update any apps, the circle keeps spinning and I’ve been trying for over 12 hours",@173771 Thanks for reaching out. Let's take a closer look together. Does this happen over both Wi-Fi and cellular data?,category_candidate,,,
201,"@AppleSupport i have an unlocked iPhone, I’ve enrolled into Apple upgrade program, it tells me I’m eligible but why am I not seeing an unlocked phone in the website ? All are carrier locked ! Please explain, thanks.","@314595 Thanks for reaching out. Which iPhone are you looking for? If you’re unable to find the iPhone you want unlocked, you can reach out to our sales team for further help: https://t.co/8yjRd1Xo0i",category_candidate,,,
202,"@AppleSupport hi, I’d love to buy an iPhoneX SIM-free without a carrier, outright. When will I able to do that?","@481404 Great question. What country are you in? Meet up with us in a DM, we'll continue there. https://t.co/GDrqU22YpT",category_candidate,,,
203,@AppleSupport “It”,"@448252 You mentioned not being to type the work it, please shoot us a DM so we can take a look at the text replacement together. https://t.co/GDrqU22YpT",ambiguous,,,
204,@AppleSupport Available storage is 1.8 GB and tapping on “!” Says ‘download error ‘,@237472 Are you using Wi-Fi or cellular data when trying to access these images? Let's meet up in DM to discuss this further. https://t.co/GDrqU22YpT,category_candidate,,,
205,@AppleSupport more than 3 hours,@416260 It could take up to 24 hours to activate. We'd recommend waiting that long and let us know if it still isn't activated.,ambiguous,,,
206,Next Update improve Screen Recording abd Live Photo screenshots when I’m FaceTime because mine aren’t saving! @115858 @AppleSupport,@325402 They should be saving! Send us a DM and we'll work with you to get that working. https://t.co/GDrqU22YpT,category_candidate,,,
207,@AppleSupport I just downloaded the latest software update to my iPhone 7 and the battery drains twice as quickly as it used to,@339424 We understand the importance of battery life and want to look into this. DM us so we can begin to work on this together. https://t.co/GDrqU22YpT,category_candidate,,,
208,"Dear @115858, why is #iTunes app so broken? It’s extremely frustrating.","@608778 We're here to help. DM what's going on in regard to iTunes. Likewise, let us know the device you're using iTunes on. https://t.co/GDrqU22YpT",category_candidate,,,
209,@115858 @116333 why are the batteries in my AirPods being significantly reduced. I use to get up to 5 hrs on a full charge now only 1-2...?,@339348 We'd like to help you with this. DM us and let us know when this started to happen? https://t.co/GDrqU2kzhr,category_candidate,,,
210,@AppleSupport I need help,@749121 Let us know what's going on and we'll do everything we can to help.,ambiguous,,,
211,I am getting so sick of mac updates uninstalling things @AppleSupport,@275663 We're here to help. We've received your DM. Be on the lookout for our response there.,category_candidate,,,
212,@AppleSupport WiFi,@155649 Have you tried internet recovery via Ethernet? DM us with details here: https://t.co/GDrqU22YpT,ambiguous,,,
213,@AppleSupport Thanks. …but that doesn’t explain why I don’t see the Apple Pay in messages feature.,@781757 That feature hasn't been released in our public iOS versions yet.,category_candidate,,,
214,Why does iOS 11 keeping turning my WiFi on? @AppleSupport,@311366 Let's check it out. Does this happen on multiple Wi-Fi networks? Which iOS 11 version shows in Settings &gt; General &gt; About?,category_candidate,,,
215,"@AppleSupport Hi, yes, checked on three different networks","@223012 Let's try updating the iPad via iTunes on a computer. See section ""Update your device using iTunes"" here: https://t.co/80YRnjDFDk",category_candidate,,,
216,@AppleSupport @116333 Apple Music family membership. Login fails in Android app. Continuous loop of Apple ID &amp; iTunes login for 1 hour 👿👿,@546041 We're happy to look into this issue with your account signin. DM us if there are any error messages received to start. https://t.co/GDrqU22YpT,category_candidate,,,
217,@AppleSupport fix my keyboard future overlords,@570838 What seems to be going on with your keyboard? Contact us through a DM; we'll see what we can do to help with this there. https://t.co/GDrqU22YpT,ambiguous,,,
218,@AppleSupport My voice mail asks me for a password but I never made a password,@515762 We've received your DM and will continue there.,category_candidate,,,
219,@AppleSupport have you already fixed the problem regarding the update of the latest versions? like screen freezes?,@312170 We're here to help. Which Apple device are you experiencing this issue with?,category_candidate,,,
220,@AppleSupport The Apple logo,"@357875 When the iPhone comes on again, are you able to use it or does it power right back off? Please DM us. https://t.co/GDrqU22YpT",ambiguous,,,
221,"@AppleSupport Nothing happens, the volume doesn’t change and the little volume icon doesn’t come up on the screen. I have to switch my phone off and back on again for it to start working.","@194470 Are you using a case of any type on your iPhone? If so, please try without that. Also, please check under Settings &gt; Sounds &amp; Haptics and make sure that ""Change with Buttons"" is turned on.",category_candidate,,,
222,@AppleSupport why do my I️’s not show up? Come on keyboard as A w/? So confused and all tried reset dictionary keyboard and updated,@375034 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,category_candidate,,,
223,"Hi, @115858, @10100 and @10101. Any plans to update the #Nook app for the iPhone X? Three weeks of Nook ebooks being unreadable on the #iPhoneX so far. First sentence at the top of every page is blocked by the infamous notch. Please help. Thank you. #Apple","@157892 While there's a chance you may need to reach out to the Nook app developers as it's a third party app, we'd love to help any way we can. Have you already tried the steps in this link: https://t.co/fUZ0NRJxcn Please keep us posted in DM here: https://t.co/GDrqU22YpT",category_candidate,,,
224,"@AppleSupport Does pre-ordering an iPhone X mean up-front payment when pre-ordering, or payment only on delivery / collection? Thanks.",@489012 Our Online Store support will be happy to answer your ordering questions: https://t.co/8yjRd1Xo0i,category_candidate,,,
225,I need help @AppleSupport how can I download my music from my iCloud?? Please guide me,"@175093 We want to help you get back to enjoying your music; we'll do all we can to help. To start, are you an Apple Music member?",category_candidate,,,
226,Thank you for ruining my phone @AppleSupport,"@535027 Let us know via DM the issues you're having, then we can work together to get your iPhone up and running again. https://t.co/GDrqU22YpT",ambiguous,,,
227,Fuck you @115858 for still charging my card on an app subscription I cancelled 4 days ago,@296623 We can help with that. We'd want to get you in touch with our iTunes Store support here: https://t.co/SDIe7UiyJN,category_candidate,,,
228,@AppleSupport is something up with iCloud Keychain right now? Thoroughly not enjoying having to remember all my passwords right now to repopulate my keychain.,@738814 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT,category_candidate,,,
229,@AppleSupport iPhone 6 / 11.0.3,@527157 Let's meet up in DM for help from here. Use this link to connect: https://t.co/GDrqU22YpT,ambiguous,,,
230,"@115858 last night, my new MacBook could not detect the SSD after fail to install new OS. what should I do to back up data for new MacBook 12""?",@134532 Thanks for reaching out. We'd be happy to look into options available for you. Would you please join us in DM to continue? https://t.co/GDrqU22YpT,category_candidate,,,
231,@AppleSupport icons on my MacBook Pro dashboard are not showing up properly for both native Mac apps and ones I've downloaded. How to fix? https://t.co/3FB0xQyRtf,@391833 We'd be happy to help. What happens when you remove the icons from the Dock and then add them again?,category_candidate,,,
232,@AppleSupport Why do I have to have a credit card for my Apple ID when I’m a minor? I can’t even download and play games without it,"@212870 Check out this article on choosing your payment option here: https://t.co/Y0YoIRcZa7 If choosing None fails, send us a DM. https://t.co/GDrqU22YpT",category_candidate,,,
233,"@AppleSupport my 📱 7+ screen keeps freezing, it stalls, &amp; apps are stalling. I am not happy at all w/ the 📱 7+. I have the latest update.",@410788 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,category_candidate,,,
234,"@AppleSupport Thank you, but I follow all of those tips routinely. Updating to 11.0.2 simply changed how long my charge holds regardless of what I do.",@313542 We’d love to work with you on getting this resolved. Please use the DM link below where we'll continue troubleshooting. https://t.co/GDrqU22YpT,category_candidate,,,
235,Um is this legit? @AppleSupport I don’t want to get hacked but don’t want to get locked out like this is threatening https://t.co/dhiLYjOqYr,@347700 This appears to be a phishing attempt. This link has info on how to identify and report phishing: https://t.co/LNMCdqt6fD,category_candidate,,,
236,@AppleSupport iOS 11.1.2,"@121038 Thanks! There are a couple of different ways. In any app that has the sharing icon, Photos, for example, you can choose to share directly to Notes. From the Notes app directly, you can tap the plus sign to bring up a photo sharing menu.",ambiguous,,,
237,@AppleSupport my iPhone 8plus crashing every time I’m on internet or YouTube it freezes and the I have to reset the phone,"@484419 We’d like to help. To start, send us a DM letting us know which software version you’re using. https://t.co/GDrqU22YpT",category_candidate,,,
238,iOS is a major battery drain stop with these damn updates @115858,"@666420 We want to help as we know the importance of a strong, healthy battery life. Join us in DM with the currently installed iOS version to get started: https://t.co/GDrqU22YpT",category_candidate,,,
239,Multitasking gestures have stopped working for me on my 10.5-in iPad Pro on iOS 11. I can only do split screen from the dock. @AppleSupport,@525425 We're here to help. Please send us a DM and we'll take a further look at this with you.,category_candidate,,,
240,@115858 can we just fix this I️ thing already?,@666597 We'd like to help get you typing correctly again. What's your device model and which OS version is installed? Tried any steps so far?,ambiguous,,,
241,@AppleSupport anyway to check the overall battery health of my iPhone 6s?,@574104 Hello there. We'd be glad to look into what's going on with your iPhone. Send us more information via DM: https://t.co/GDrqU22YpT,category_candidate,,,
242,@AppleSupport please do something about the Apple podcast app. It’s so much harder to navigate with the new update.,@372806 We certainly welcome your feedback and would like to gather that here: https://t.co/eTPVYVFyd8,category_candidate,,,
243,I need iOS to stop turning on my bluetooth and WiFi on its own @115858,"@696624 Hey, we want to learn some more details so that we can help. To clarify, when you turn off Wi-Fi/Bluetooth, are you doing that from Settings or from the Control Center? Also, what's the exact iOS version currently installed?",category_candidate,,,
244,@AppleSupport your update didn’t work,@669867 So we can look into this with you. Can you please message us in DM? https://t.co/GDrqU22YpT,ambiguous,,,
245,"@AppleSupport Ok that worked. How about the sms bug? That causes messages to get stuck below the keyboard. And the fact I can’t attach photos from the photo to sms. Or that my camera constantly freezes up. Don’t know why but can’t see to connect to WiFi anywhere, even at home, my wife can.",@314773 We want to make sure we address all your issues. Send us a DM &amp; we'll continue there. https://t.co/GDrqU22YpT,category_candidate,,,
246,@AppleSupport It started happening recently. And battery life has started recently too. I don’t have many apps. And I don’t have Bluetooth on either,"@409822 Check out this link for temperature concerns: https://t.co/otCvUAaFQq Also, try the recommendations here: https://t.co/bivpdfBNJ6",category_candidate,,,
247,@AppleSupport @115858 Can I stream music with Apple Music?,@477474 Yes. You can absolutely stream music via Apple Music.,category_candidate,,,
248,Wtf @115858 fix this https://t.co/pyX7fwASNJ,"@592081 Hello, thanks for reaching out about this. DM us with which device and iOS version you’re using and we’ll continue there. https://t.co/GDrqU22YpT",ambiguous,,,
249,@115858 @AppleSupport how do i fix this? I️,@505832 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ambiguous,,,
250,@AppleSupport - How do I export a Tone from Garageband now - sending to iTunes does nothing. #iTunes #Garageband #CustomRingtone https://t.co/6NNtdEvOzR,@228131 We'll help you get to the right place for assistance. Connect with our team for GarageBand here: https://t.co/IBIY3vMgPj,category_candidate,,,
251,@115858 #ios11 what is this black line that I see below the #keyboard whenever I open it #annoying https://t.co/GoPfsOjJvu,"@474853 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT",category_candidate,,,
252,"@AppleSupport App Store &amp; Subscriptions (Apple Music, iCloud, HBO) I noticed I can get receipts from reportaproblem but ussually those get automatically",@574219 Any receipts in Spam? Have you made any changes to your Apple ID information? You can check by going to https://t.co/iYiqcycdw3,category_candidate,,,
253,@AppleSupport iOS 11.1 it’s draining my battery!,@360566 We want to help. Have you tried our steps here? https://t.co/bivpdfBNJ6,category_candidate,,,
254,@AppleSupport IOS 11 has been a nightmare since I downloaded it. Battery SOC is all over the board and slower than ever before,@119014 That should not be happening. We'd be happy to help. Which iOS version are you currently using? You can check in Settings &gt; General &gt; About.,category_candidate,,,
255,iOS 11 keeps draining my battery like crazy! @115858 fix this!,@670329 We'd love to help. DM us at the link below for further assistance. https://t.co/GDrqU22YpT,category_candidate,,,
256,Come on @115858 fix the F’ing keyboard glitch already! The keyboard phrase workaround doesn’t always take #aaaaaahhhhhh #I️,@533068 We'd like to help. DM us and we'll work from there. https://t.co/GDrqU22YpT,category_candidate,,,
257,Hey @115858 I’d appriciate it if I could control my brightness and when my WiFi/Bluetooth is on or off. Fix it.,@417594 What's going on with your Wi-Fi and Bluetooth? This link can help with brightness: https://t.co/bkqEVCrK2l,category_candidate,,,
258,"@115858 I can't see my photos in my iCloud storage area, can you help me?","@759726 We'd be happy to take a look! To start, can you DM us what device we're working with and more about what you're experiencing? https://t.co/GDrqU22YpT",category_candidate,,,
259,"Not only do all my apps crash, but now all my photos have been wiped. My iPhone was working perfectly before the updates, thanks @115858 @AppleSupport",@123493 We want to be sure you can use your iPhone without any issues. We can definitely look into this with you. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,category_candidate,,,
260,"@AppleSupport hi, for some reason Siri isn’t available on my iphone7 anymore! Please support https://t.co/AJgMcL5MH0","@789356 Hey, we can help you figure out what's going on with Siri. First, let's check Restrictions. Go to Settings &gt; General &gt; Restrictions, and make sure that Siri &amp; Dictation isn't off.",category_candidate,,,
261,@AppleSupport can you stop making my phone freeze,"@221535 We can definitely help out. DM us and tell us which iPhone you have currently, and the version of iOS software it's on. https://t.co/GDrqU22YpT",ambiguous,,,
262,@AppleSupport just watched my iPhone battery go down 7% in 2 minutes. Since updating my phone is almost unusable without a charger on hand,@478759 DM us using the link below. We're glad to work with you on your battery issue. https://t.co/GDrqU22YpT,category_candidate,,,
263,@115858 please fix i.t,@784961 Let's look into this for you. Send us a DM with your current iOS vesrion to get started. https://t.co/GDrqU22YpT,ambiguous,,,
264,@AppleSupport The latest one. All up to date.,@201686 Let's move into DM and we'll work on some more steps to help find a solution. https://t.co/GDrqU22YpT,ambiguous,,,
265,@AppleSupport 11.0.3 iPhone 7,"@394468 Do you have any nearby Bluetooth devices around you? Also, could you tell us how you normally turn off Bluetooth?",ambiguous,,,
266,"@AppleSupport i have an issue with iphone 6s on ios 11.1 and everytime i connect headphones, voice control or siri keeps popping up for no reason","@815862 Thank you for reaching out to us. We're happy to help. We have released iOS 11.1.2. To start, we suggest making sure you have a current backup and updating your software. Then, let us know if the issue persists.",category_candidate,,,
267,@AppleSupport thank you! i couldn’t hear anything bc i had bluetooth turned on,"@299299 We're glad you're able to hear again on your calls. When you are using a Bluetooth device, are you able to hear OK?",category_candidate,,,
268,@AppleSupport I just updated my iPhone and now it won’t charge off an iPhone charger ??,@657187 We'd be happy to assist with your iPhone today. Send us a DM to get started. https://t.co/GDrqU22YpT,category_candidate,,,
269,@115858 @AppleSupport my #HaloGames from @115890 #HaloSA and #HaloSS are crashing. Latest iOS updates and iPhone 7 restarts did not help. These games are no longer on the app store. What do I do? https://t.co/r727jxvNjb,"@596269 Reach out to us via DM, then we can advise you on this from there. https://t.co/GDrqU22YpT",category_candidate,,,
270,"@AppleSupport Yes, but still not charging",@334329 We want to look further into this issue. Reach us via DM to continue. https://t.co/GDrqU2kzhr,ambiguous,,,
271,"@AppleSupport, I must say: IOS 11, since I have installed, have been consuming an extraordinary battery. How can I solve this?",@465480 Battery life is important and we'd like to help you get the most use from it. Which model do you have and is iOS 11.0.3 installed?,category_candidate,,,
272,@AppleSupport The notes simply deleted by themselves. I was going to check my notes and they were all gone except for the iCloud ones.,@468588 Do you use the Notes app for all of you notes? Or do you have some in another app? Do you keep a backup of your iPhone?,category_candidate,,,
